,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.810658881207535,0.008723722073072633,0.03630120938161902,0.8324752876868475,11.750068069013263,0.07468271840306565,0.015053196850309205,0.0354468207143061,0.13957252444849977,0.053626476514900774
