,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.6119850786290626,0.008049002301488287,0.03464049245789291,0.804912398596111,10.856894926918548,0.09756798531296124,0.04513642552041378,0.04491873636588168,0.1748218420399912,0.11908656180097558
