,T,GOOGL,MO,AIG,AAPL,BAC,BRK.B,CVX,CSCO,C,KO,XOM,GE,INTC,IBM,JNJ,MSFT,PFE,PG,WMT,BOND20
2013-01-31,-0.3006519641819555,-0.16927011007364087,0.2135420725817111,0.010976010682477756,0.34559851921760426,0.04411105402900525,0.024551380971584675,0.19035575363171275,-0.08475789443516098,-0.08854539619091856,-0.08287444914860019,-0.009177354097967733,-0.10462493279011444,-0.24154944742205703,0.38427567065500634,-0.06578838541138575,0.02759154003606582,0.19910210752814103,-0.013019714295350001,0.2778679804108507,0.4422875583032136
2013-03-28,-0.34923791757231104,-0.12534086082082974,0.042843649087888167,0.027477205680546152,0.3273611575585594,0.013803040422331474,0.1621623517285685,0.362602864516711,-0.15240128792608781,-0.1463557081130071,-0.02774653272672282,-0.2236471698000521,-0.11198904656642321,-0.13367492067395106,0.35219560378666376,-0.012406469459453702,0.01883542736564129,0.2695997646502489,0.18281815930181572,0.22220008414303638,0.30090060541709324
2013-05-31,-0.43025063457365204,-0.13809104862848381,0.1920199538386953,0.02861199017420321,0.2508156916070415,0.012995536810012252,0.1785005571539206,0.2906364474732933,-0.1479555978558355,-0.16744513027420665,0.035287576219851124,-0.2280600559094004,-0.08652109481228752,-0.057245013837203186,0.2935423880929207,-0.1363845172717044,0.12517753102323553,0.3489772781219696,0.1559044423615556,0.11885120973866685,0.3606324905476515
2013-07-31,-0.34041949913965674,-0.07855790915525755,0.1642577901331219,0.04690487112266807,0.21882460012361554,0.03860663458526325,0.30509099686320196,0.054623468597427664,-0.05387383218154087,-0.22248500714652794,0.15029079867931344,-0.08771298810275686,-0.13569148421684907,-0.005375203249887919,0.15590077013006515,-0.18597053589091941,0.09535872883621813,0.4009283561592816,0.20627914126373828,0.07241513749073226,0.20060516509875798
2013-09-30,-0.2978848299607992,-0.05587069566088553,0.07159161240362717,0.040683554928309176,0.28188297431592413,-0.010692516349974196,0.40686564732696573,0.13810833882707407,-0.053236805740979325,-0.19189036660315922,0.13833838097037357,-0.08126047780148943,-0.14177650868229605,-0.065928454196567,0.09124187720403937,-0.13387438250190195,0.12295731727365114,0.40158338010312233,0.0737664565979231,0.07348130554077353,0.1919141920062224
2013-11-29,-0.25232242611198086,-0.05366364528787778,-0.17265966860674278,0.0766301974405418,0.3373905505135908,-0.07460130059602162,0.3475100212700974,0.1508099872497122,-0.0772012093804231,-0.263834305184979,0.1617587915663659,-0.23552841871109567,-0.001113097882246785,0.09762291555569433,0.17209981432447405,0.04959170897543894,0.09637504395178144,0.46748724914949336,0.08076690454105329,-0.03657134422580632,0.12945223144870116
2014-01-31,-0.2698819871888633,-0.026526966861536473,0.1862487780779143,0.03942309635935339,0.3048280008791513,-0.04381059397752559,0.358513304946423,-0.010006212900254408,-0.12316727931162508,-0.15384903923436796,0.11077435982294613,-0.12474747597509087,-0.029191215122334448,0.08542927965766722,0.1792214919446712,-0.11563753420727109,0.12669037439486822,0.32256368464962243,0.07576540462038231,0.05530200505759458,0.052058524368271124
2014-03-31,-0.2680354886932053,0.07888404700516764,0.20764325612258308,0.0138146832749613,0.2371066751563352,-0.031092623180067083,0.269072037228753,-0.06753942467637052,-0.1700071077884516,-0.07242472641846565,-0.09068368709484517,-0.14790420765861748,0.05307285066020505,0.05950022496918683,0.14182797363609653,0.028183637233598863,0.17928354877022318,0.4173016438917292,0.007652826254651588,-0.1293044751648989,0.28364833647145393
2014-05-30,-0.2431063501141331,0.02188823054866808,0.24602488162908703,0.01906094351927498,0.2762958302990173,-0.0426043494814226,0.30327747752591594,-0.039110311382490985,-0.1613925084776804,-0.07730426403919534,-0.07608999820933743,-0.16330486806318648,0.03696442125157275,0.04146076020387138,0.1250424967921751,0.06537680472802303,0.18843429003388804,0.387459841280897,-0.010658336817747959,-0.10886360111931777,0.21114860989209544
2014-07-31,-0.31055913609255786,0.04998541719840316,0.29027729440257816,0.005879250312860376,0.27193232634239206,-0.07945548432800784,0.2824651560180963,0.028527730101100414,-0.1412115732347966,-0.011576538182525057,-0.02319085162196493,-0.23131459328267379,0.0669556683674013,0.07340976422408994,0.045610427235831225,0.10584281617835574,0.13164584833615134,0.37265770675454357,-0.08088724113440433,-0.12959388923162612,0.2825999016366977
2014-09-30,-0.2400051676473653,0.049618490632177256,0.27716354592962633,0.023774871828284055,0.28963777725965584,-0.10304580704233712,0.28520410751172764,-0.00863946641515395,-0.1622893823860969,0.006406860114452915,-0.13607474974626832,-0.2565049399371367,0.06647556659968903,0.11232529013572548,0.10121538374766402,0.05493794868638568,0.13622780064772383,0.4291821401645784,-0.06456517735987184,-0.14945136009851093,0.28840626737487407
2014-11-28,-0.2052290424370239,0.05754750580564026,0.5902781805472566,0.06300827293201222,0.23039306210665073,-0.03563121715456549,0.1996286143995173,-0.1629663266466305,-0.19804949338250655,0.07661416691571075,-0.3731817595994946,-0.11763984740398613,-0.01262344149136868,0.11975131465582274,0.10425625809911686,0.06924908255145784,0.06096380100830228,0.3747630355451365,-0.1394534446174373,-0.03187097171701203,0.33019224988323254
2015-01-30,-0.27499287780807935,0.04266984849532188,0.6735531553129549,0.12588204187551374,0.1968655388509261,-0.020149577882080508,0.21744682864310622,-0.1454794691480487,-0.18821056923220478,0.08956881126665985,-0.4494488089529157,-0.002292794248707739,-0.1049062176822889,0.13491469149694044,0.0677263874503416,-0.05001590562266747,0.0049960041295507894,0.3927838737915101,-0.15451173937571097,0.030664208859370056,0.4129365697803788
2015-03-31,-0.2432127788750965,0.036007637791646216,0.5546635267128683,0.12496631369184283,0.2023218074995758,-0.05553348569428856,0.2080267892675857,-0.1466437082435859,-0.1779837954615948,0.10505156521453421,-0.3640648027788427,-0.023491235872786082,-0.08934228671067873,0.11525500287540998,0.061341227359556945,-0.02029623961512456,0.03993043357815528,0.463126596185374,-0.1675770400532899,-0.02269231968838016,0.40014679281698934
2015-05-29,-0.21887087629439228,0.027657451868237384,0.4476601381246279,0.08026497676464797,0.201618957951274,-0.09835220169590679,0.26045413879514207,-0.12709647771823362,-0.19966663272173626,0.09628061210774144,-0.38250463175771143,-0.10326752103942008,-0.009045189829646022,0.07087078700601902,0.12013559101711391,0.006896753322934018,0.18355199739309735,0.5369542955187808,-0.21890179996319786,-0.09763295092929206,0.42299258207979434
2015-07-31,0.00055822276229038,0.04943743241998051,0.3625180102254282,0.10399908777470586,0.20067986744171243,-0.08544928393879074,0.19139967518133907,-0.3122131252820729,-0.13759623221210515,0.06813216380527638,-0.44668778952372684,0.17201861829656345,-0.022447594471343424,-0.01499597011235737,0.023313513972276358,0.12937799578723858,0.23338914503084013,0.5398996826543655,-0.31606748476320146,-0.0614287361130261,0.32216280106449074
2015-09-30,0.03465788884869291,0.054302956630970484,0.2719709863244732,0.13766166248616263,0.21546448174613217,-0.03919638809619179,0.23576977650010172,-0.3760079458092115,-0.15392180266866234,-0.010614462609926961,-0.4854068940801981,0.2576247899027526,-0.004309948217740107,0.062020449308754735,0.029665825512380326,0.24332204479196048,0.15103579206633377,0.41081461533280605,-0.249439087488122,-0.14368938798244665,0.3582746475008758
2015-11-30,-0.05875494501257647,0.024010935504073006,0.3032408553282753,0.13191210021562325,0.1848530641886513,-0.0055739575496229765,0.19025900791892578,-0.3070711733254454,-0.15821234595879208,-0.038371417413954736,-0.46342235982754604,0.07325910089429834,0.15932175443476518,0.12585962782900612,0.04257568587692099,0.22195573226899779,0.09895330643058384,0.372073559290602,-0.22569900524721853,-0.11488935582033637,0.44371982997466697
2016-01-29,-0.09259037340305068,0.06552776275420875,0.43485257050879184,0.09861274327530319,0.08673692604084521,-0.0005009641231265832,-0.012621885524851774,-0.12456554878828671,-0.10785248433040531,-0.03391489744928291,-0.6374362321180107,-0.27863654759858275,0.33042524961077974,0.09295276889089495,0.11208584383268659,0.3665184997294751,0.12339423230298334,0.2541080314199092,-0.14610466723405585,-0.005450371058202224,0.4744593432618928
2016-03-31,0.10319347514689559,0.0802706101545108,0.42101120765178984,0.1737764033765248,0.07409126336812874,-0.03057583212125814,-0.017604857308112867,-0.1988792050963372,-0.0010655697906387831,-0.04648314970466842,-0.6172110476156774,-0.23714062688556822,0.20529072936732728,-0.003556634878508582,0.050907671532789064,0.5721615989099821,0.1221187133156976,0.06598066928500068,-0.17393708293489196,0.03100864439443352,0.4266430198324791
2016-05-31,-0.03590326622552626,0.10098807691438484,0.41560958385928387,0.2820684966125085,0.058826759968814264,-0.017088218052481854,0.1491978758469859,-0.14277654739896553,-0.02894240052148685,-0.11261671332045763,-0.7613594931104263,-0.29786180197707895,0.29848276499941306,-0.022850425002971683,0.06119580952882238,0.7452771893271544,0.07859572722258693,-0.024581011137874476,-0.2432000220615149,0.0274486235947076,0.4694889909340032
2016-07-29,-0.05497776513988522,0.11261912448037222,0.4844283070322683,0.2779232412797453,0.059030796628845826,0.05183009738122754,0.09355079556284522,-0.11272194321641993,0.007740043964503245,-0.1919821473881943,-0.8600129768769061,-0.24330307357069553,0.2680649125129431,0.024463407296696743,0.039609360090703385,0.6467495439933759,0.03557250612257468,0.010534901939160948,-0.1727672537585444,0.10628792309340121,0.4173601985718454
2016-09-30,0.0638246340436966,0.0933427780873769,0.4795320454108764,0.3278729067211812,0.012618963047314285,0.11412179305854823,0.23412939320393697,-0.24086418134587298,-0.06171268225830696,-0.1763315762980999,-0.8943882570066859,-0.09438155676711721,0.3235852407841389,0.12506404352426542,-0.010421863064734456,0.38180194240360105,-0.04394892434379788,0.001174846443006838,-0.11133279308345795,0.11175760258949272,0.3645556448505065
2016-11-30,0.006990069284518447,0.1200119618433888,0.5377743087298807,0.3564910299758633,0.012639460415254874,0.16879866833071952,0.10967153676611886,-0.07361746627262523,-0.04497366899190004,-0.19554482052596406,-0.8073945359873282,-0.14468913641114267,0.21428873653846497,0.06488347087044086,-0.024829413641973292,0.392204705857559,-0.03718313163062744,-0.06743828551440735,-0.09437939163074832,0.20697800256086094,0.29931789943353593
2017-01-31,0.15154436773677185,0.11963374118453421,0.5070305695509048,0.324167557059874,0.015747804584920935,0.20969751806626485,0.17039610013931447,-0.02656211675131323,-0.0497383618531826,-0.12166180205081797,-0.72934394914556,-0.21889822558102381,0.17750406370919403,0.05696938566815089,-0.06913854131607876,0.3349988348726791,-0.06966977225271831,-0.1459517214637447,-0.10999007775954538,0.16757080822645323,0.305693817374818
2017-03-31,0.1517401757915532,0.10061983127255779,0.5392105331077993,0.32757098260091305,0.020301690341406015,0.233983199348355,0.17379701508510587,-0.05490438770564142,-0.05858648323430746,-0.14079439733431792,-0.7519272489426796,-0.23711162518926,0.1629393094111546,0.06511022952083419,-0.029185095385954273,0.34244881287339407,-0.06086672921730578,-0.15993154653321245,-0.0699974462893298,0.14079602518395168,0.3047871552949114
2017-05-31,0.09167788062509011,0.16935642010521187,0.3994522852522424,0.1594739366857052,0.032893141798159435,0.18175585208494383,0.20320297584073965,-0.10194588461652797,-0.012940483678051189,-0.041122965102646666,-0.6693287331994227,-0.0941617411264527,0.13859764190434182,0.04636995939261408,-0.1393359467982013,0.42549660524788996,0.03396986501514668,-0.2124640836266276,-0.12117664120696102,0.22040369184082667,0.28982622356192683
2017-07-31,0.07042689844991312,0.14867023465921483,0.4155714037324479,0.1454743248212905,0.02322158719337038,0.16803506914886332,0.19021001598444096,-0.14572614088953398,0.008343842481735876,0.018596132622312495,-0.6091494831651237,-0.03252668068624472,0.08031255183745108,0.0059220903679741595,-0.11865557391423434,0.548571641442232,0.06295408065960961,-0.24336286325967554,-0.16608816525215248,0.1582598439307615,0.27093918983533727
