,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.908482322627631,0.00904030709854081,0.03719297816920045,0.8420014734751677,12.171423049014596,0.28743942430601954,0.0771102951182107,0.10801518868451822,0.2973886822161177,0.164189152976887
