,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.9216229593880683,0.009625643209887765,0.05012105974061925,0.6652733673763298,12.95430672198663,0.7775203997779561,0.25665432017261597,0.18816460773777274,0.9496837853108167,0.33233563162294233
