,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,2.147302523885073,0.009721724147401748,0.037681965339664676,0.8937177245765651,13.083291928038609,0.24082408032451344,0.041752283398315534,0.09774101961810337,0.44062243073436114,0.1575260953543919
