,0
2013-03-28,1.706016831468058
2013-05-31,1.1629569090748206
2013-07-31,1.6469726736150931
2013-09-30,0.865279777329012
2013-11-29,1.6335777161800697
2014-01-31,1.5558313628780163
2014-03-31,1.6556009139288637
2014-05-30,0.5207476081271767
2014-07-31,0.9053060058494817
2014-09-30,0.6092653766526688
2014-11-28,1.7113691379076372
2015-01-30,1.0270795838827702
2015-03-31,0.5977813005916224
2015-05-29,1.005791977042827
2015-07-31,1.653341280550215
2015-09-30,1.1636644360236374
2015-11-30,1.0683592894017828
2016-01-29,2.089827449029073
2016-03-31,1.392600980879472
2016-05-31,1.3696886001278568
2016-07-29,1.0051394261720166
2016-09-30,1.5184391010140856
2016-11-30,1.1370974998400367
2017-01-31,0.9093018570203317
2017-03-31,0.344719242852433
2017-05-31,1.478183771805693
2017-07-31,0.7833529551244185
2017-09-29,1.4419268147111075
2017-11-30,1.3190279996616951
2018-01-31,0.466031714363528
2018-03-29,1.3634470946583
2018-05-31,1.2364736207912999
2018-07-31,1.4997548954575755
2018-09-28,0.8811765881064596
2018-11-30,1.4209901524034785
2019-01-31,2.2055469516523845
2019-03-29,2.270262565787749
2019-05-31,1.2716132219752248
2019-07-31,0.6810656032872348
2019-09-30,2.093597077319257
2019-11-29,1.0296097810958509
2020-01-31,0.9990514584839557
2020-03-31,1.4006685611788816
2020-05-29,0.9102491852539232
2020-07-31,1.7721491499147617
2020-09-30,1.813778164712273
2020-11-30,1.452244935533939
2021-01-29,0.7080439560654977
2021-03-31,1.7004063182405622
2021-05-28,1.6936227933899994
2021-07-30,1.5824125424588589
2021-09-30,0.30795816073020815
2021-11-30,2.3861234215417038
2022-01-31,1.141523966891956
2022-03-31,1.2963306934324756
2022-05-31,1.5691247933847925
2022-07-29,1.5273483191964907
2022-09-30,0.8352400409450941
2022-11-30,1.2798825750241303
