,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,2.1067376937541322,0.009526643065354327,0.03524176864550442,0.9364246148226327,12.82154366897541,0.15897741995711615,0.02349914267358318,0.07421771891640176,0.3110993056894796,0.1304033384516597
