,0
2013-03-28,1.1202179383932487
2013-05-31,0.7416335375201324
2013-07-31,1.2876404728586983
2013-09-30,0.6579990103533329
2013-11-29,1.402292519435964
2014-01-31,0.9213401998057329
2014-03-31,1.2046224195370765
2014-05-30,0.3741989255677198
2014-07-31,0.6310623029910782
2014-09-30,0.5261389283062712
2014-11-28,1.2912060918228594
2015-01-30,0.7101771778418262
2015-03-31,0.4741816212902454
2015-05-29,0.7625433242218604
2015-07-31,1.2782749024543563
2015-09-30,0.8718049866444288
2015-11-30,0.7960110446040694
2016-01-29,1.6186355229878207
2016-03-31,1.0049164362911176
2016-05-31,0.988832968033472
2016-07-29,0.740573236576294
2016-09-30,1.0877648954959158
2016-11-30,0.8930463851372051
2017-01-31,0.6703909000520452
2017-03-31,0.3392900673186619
2017-05-31,1.0934510861302773
2017-07-31,0.5624345055962461
2017-09-29,1.1100091966728214
2017-11-30,0.9202095539611665
2018-01-31,0.32776558131069594
2018-03-29,1.113301306529587
2018-05-31,0.9403295411788215
2018-07-31,1.1810241240685215
2018-09-28,0.6785505364066797
2018-11-30,1.1503547485654333
2019-01-31,1.7225703015748086
2019-03-29,1.538093098528285
2019-05-31,0.9255964678452513
2019-07-31,0.3727776314653444
2019-09-30,1.552127316982714
2019-11-29,0.7604247539109442
2020-01-31,0.7500646894113219
2020-03-31,1.064674708976627
2020-05-29,0.6340285916944082
2020-07-31,1.3980961968124608
2020-09-30,1.3968135198925777
2020-11-30,1.2419767466070504
2021-01-29,0.6002517935508858
2021-03-31,1.2365220455818389
2021-05-28,1.2260536235985349
2021-07-30,1.1631995864501428
2021-09-30,0.24409799723372866
2021-11-30,1.9433598258972062
2022-01-31,0.8150312012442882
2022-03-31,0.9905908121715381
2022-05-31,1.27125435168018
2022-07-29,1.163898468641283
2022-09-30,0.6404649824922377
2022-11-30,1.0555386391375168
