,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.1777690821201814,0.007451742270532369,0.055815360917864265,0.4624818689773904,10.071725744154914,1.1435211865467636,0.39456167030261763,0.23031855627749132,1.2893894268138952,0.4743833092113114
