,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.6817464473130799,0.00847295055270479,0.040103514982528794,0.7318850157497144,11.417337108434777,0.05897136326264288,0.0031676165914666754,0.02360668146888808,0.05851463272223763,0.034715914843213784
