,T,GOOGL,MO,AIG,AAPL,BAC,BRK.B,CVX,CSCO,C,KO,XOM,GE,INTC,IBM,JNJ,MSFT,PFE,PG,WMT,BOND20
2013-01-31,0.04104780772382635,0.023868583419090674,0.09847696455666102,0.007512731046741999,0.09507100362404988,0.0015222661839129935,0.059091820080561394,0.060085054471417834,0.004654432009649951,-0.06047353723302653,0.06838505538328142,0.052987803724572784,-0.007600622731235388,0.019716476462391552,0.09936882418336773,0.06395933820351445,0.022012088230449152,0.07480623368902965,0.05598641577946495,0.09714030021950973,0.12238096097265168
2013-03-28,0.04761630224563437,0.04599644185700736,0.09137155114125609,0.006603395510527923,0.10586503882516118,-0.011266129594193815,0.06076898374077439,0.05773459437469377,6.984167525849025e-05,-0.054881576759003146,0.06594168058807427,0.04986226857202682,-0.007404309290670406,0.033643834538172164,0.08161446565205487,0.06575812853122855,0.03375828356718206,0.06924685793933838,0.06472808400045908,0.08143325671178044,0.11153900617332528
2013-05-31,0.04458850121526752,0.040188184992241784,0.10349808296338171,0.008868059611845653,0.09094337369922537,-0.007239420712792168,0.061690846252106885,0.05502124002971387,0.0013871834988206315,-0.05631529038609796,0.07075504735150392,0.04387724991219948,-0.006890042300887801,0.03803173921527196,0.07910089752122605,0.0662911216207339,0.043627056694619436,0.077822247101619,0.06204640134012919,0.07514601962609103,0.10756150075352072
2013-07-31,0.0511778407082191,0.047694506758233064,0.0946241225770604,0.01081095306693916,0.07917383995574212,0.0031585499949603395,0.07149927914516106,0.04105311735840564,0.01496909978966019,-0.05263536599142327,0.07249275112934093,0.044629910589858796,-0.003913472596248682,0.03465699873262957,0.07175194354958557,0.06480440880396647,0.04027438898185946,0.07914264299674584,0.06673918765180416,0.06962170656327969,0.09827359023387224
2013-09-30,0.053888714543004146,0.05284632762207041,0.0915132158739015,0.014684074472989243,0.09543551867773607,-0.009606798083846275,0.08130307155387191,0.05567396570885712,0.011818444736041666,-0.05788525206501518,0.07080312992601252,0.052165384335846735,-0.006956758627704699,0.024304870633079928,0.06469227233497776,0.05942999229413413,0.04628993605768563,0.07447267890540023,0.05884534601556651,0.06663249470586782,0.0996493703795166
2013-11-29,0.05568440691113139,0.06519591368697365,0.08154274925426351,0.04338384229262784,0.1208734653404047,-0.025509094097608317,0.06035189387142854,0.04910923362775819,0.019995964543680213,-0.081344654850633,0.0708487455066789,0.040226127463802726,0.016309446696181402,0.047907320603977524,0.0745397134943569,0.0601932436769058,0.04405081080762616,0.06858940372273443,0.049268842239812524,0.055075800641382594,0.0837068245664653
2014-01-31,0.041579251289900726,0.07019712262049717,0.1013084984463443,0.02860676285345598,0.13065414181825757,-0.014263886480760183,0.07473109343322756,0.04028943121890634,0.009083535802464345,-0.05655996868438852,0.06547384195157191,0.03542352561218298,0.01176913983032618,0.048273718813399286,0.08111618920630739,0.055457636964414025,0.0492212974844272,0.05879417837872794,0.04852177183759793,0.05438715867926532,0.06593555892367961
2014-03-31,0.04228873868398995,0.05756973348781954,0.08208709070206145,0.017842455798538874,0.09610780941254085,0.020357924200562563,0.07857013798049482,0.032648730551935734,-0.004745460184573816,-0.021731207011867072,0.054124121166756134,0.03383240749793247,0.023207951283453692,0.03677789558776318,0.056031313437404896,0.061290916110382336,0.052909623048354365,0.07859395131955849,0.06251326946858064,0.047118934687144794,0.09260366277105526
2014-05-30,0.04467866570250978,0.05078053910517653,0.08560191403901438,0.026840674151277985,0.10317626761593787,0.022181537088174937,0.0702069598786324,0.04077137691721989,-0.0008062849994883499,-0.013736480612557575,0.0562233071162176,0.03300897832542904,0.03047033401452575,0.0402513143752581,0.051633821226679026,0.06203261635346897,0.05116323431902708,0.0746493089789599,0.05479937830262604,0.04592781073568694,0.0701447273667833
2014-07-31,0.04611632475231986,0.05415973430513284,0.0897147258372514,0.02968617604072491,0.10370619023465785,0.0009891406843542674,0.0736811257646359,0.04498031004209047,0.0074656786574742945,-0.008450910890540791,0.05495595438506848,0.030081092936303528,0.03763948522568741,0.04804518068081975,0.046281573276226125,0.06109002522289935,0.041447865942981596,0.06646653837450513,0.051250138332687496,0.04582215969600235,0.0748714904987719
2014-09-30,0.04418415471164558,0.0629694672781253,0.08889314845083286,0.026053546906707716,0.11328317308189702,0.0005273348907127095,0.06600178414419203,0.05059413539656444,0.0101505525127274,-0.002356210235240804,0.05130182669595386,0.032161553408521115,0.04568854582345742,0.053844237070162296,0.044609658775351,0.05538814644717163,0.052331919896459904,0.060869416946743096,0.0478246687055103,0.04193741962438245,0.053741519468273546
2014-11-28,0.04596425459971702,0.049920043938891163,0.09991294439220857,0.040580228381469734,0.10883370070629063,0.015996077920485043,0.06879683604462158,0.03590444051144738,0.004699132987185234,0.012132094354349095,0.045497924608257405,0.026845647538538076,0.042529518290972755,0.05633444304094953,0.03155362024655852,0.06076959715448407,0.04437825935897141,0.060847923091520706,0.04723475364502752,0.04489350172675285,0.056375057461451765
2015-01-30,0.03801134415502372,0.03623426882322418,0.09644100728495063,0.049286639028930275,0.10249348286657084,0.01755959118751188,0.07556763720541491,0.033755961608096005,0.011202890717206194,0.027204354912427647,0.042656903308958806,0.03082741741960078,0.03766914460666985,0.056248763973968746,0.025590757779677186,0.05310783285911257,0.03732379914380044,0.06109036190421759,0.049733399617529955,0.05059140861534502,0.06740303298189686
2015-03-31,0.04972936317186452,0.05081683497396891,0.10376987374796684,0.05635676140057406,0.11424743866449934,0.0002207955429212789,0.05650321390859063,0.031676541645967206,0.01204157673134781,0.01872856406380974,0.04943080389934568,0.030958526811646573,0.027987502565671313,0.04725244544990733,0.029157008637920423,0.05344160552392204,0.03490920519989675,0.0699645409548932,0.040081126102701405,0.04849495429786368,0.07423131670530544
2015-05-29,0.04996659003448977,0.058941290124954936,0.09433745896953122,0.04225139408874291,0.10478920810821898,0.005286162856615068,0.05860425783252265,0.03494005305682866,0.0132785114912982,0.015541455176170822,0.04821770428671922,0.031982338491392454,0.03289776659882754,0.04490100687524051,0.03625506927315002,0.05323420714416056,0.04743819521422116,0.07677844111311323,0.03840112991035557,0.04717641756989082,0.06478134178374541
2015-07-31,0.05365198045678409,0.0632646510713033,0.08976745447623823,0.048267182067926316,0.09890642082987534,0.01781415132725058,0.043373753594062606,0.030025859856397413,0.019242894332647396,0.018713572222659187,0.04414376459394606,0.03653411847428132,0.0447549454641145,0.04445153703045648,0.027800478326374507,0.053185763365511694,0.05514938865107311,0.08329742176713124,0.03359379630407907,0.043452241840277135,0.05060862394776562
2015-09-30,0.04623239120391428,0.07917342101803541,0.09397331502231666,0.047473441801849633,0.09437250175313219,0.024567720693542506,0.04707534247097392,0.01461287433904945,0.02106088094514108,0.016319310320819982,0.041663376119533094,0.032460066321373174,0.04254278037102838,0.05467741216148308,0.02610270212107341,0.057546296588657654,0.05613263864513895,0.07231793235975542,0.03201938513868164,0.03901409873891765,0.060662111866518154
2015-11-30,0.04447146884189793,0.0714385481388127,0.09586346805774686,0.042118026003411836,0.08964300832533414,0.03388109608638426,0.04824667822937541,0.01720918035987205,0.02454451714188775,0.011884490233683025,0.0433626880202313,0.031390332093319234,0.05122085524683089,0.06075758892981603,0.016618641122253294,0.05650062226529797,0.061283914547952185,0.07163398604210663,0.03373605411504976,0.032033019002867036,0.06216181719601926
2016-01-29,0.04265216936358724,0.08646362190387896,0.09796568806223165,0.029490187365754483,0.08160516846484962,0.03644441180090485,0.044571943596515916,0.016559266021165173,0.03973584310183515,0.015036828511186559,0.038899939991836434,0.020454763562200943,0.059065968158255454,0.061008583047026665,0.011414200330305543,0.05995135420930762,0.07223458688975166,0.07032908369658579,0.0364611646304961,0.032522624121716685,0.047132603170854576
2016-03-31,0.05271206895705302,0.08573546574124698,0.10469429737946546,0.04312548706195827,0.07668806744797602,0.01985497799113199,0.04379315626511822,0.007313959918541031,0.05535902713245458,0.008041516905202384,0.0450489087582781,0.014930365672706914,0.05237171576015614,0.0543797229627947,0.0016990670335833924,0.06579581472180875,0.07888881595537095,0.060107676800369145,0.04189621795404856,0.04156697667541077,0.04599669290553267
2016-05-31,0.05086440008853238,0.08490196536752688,0.09842364025014046,0.05401744576657624,0.06493309579123953,0.030901533112682216,0.052452220616114674,0.012507944359139378,0.05232529142864369,0.007563236966875007,0.04150374179906696,0.01841520160367888,0.047342992863249535,0.041896101046077376,0.006087623032654725,0.06527945236722611,0.06875495827871514,0.05879634094359187,0.03969336837002855,0.04255956892229917,0.060779877026453016
2016-07-29,0.05139704099447435,0.08575561138954099,0.10072679073579832,0.05063878418281299,0.06599908407101526,0.029853229287071018,0.05124568763737392,0.014540459085021678,0.06096654443013157,0.005086189931100311,0.03582235544396271,0.023264303048502986,0.05157818413075395,0.046437039117491474,0.001553866801481464,0.06339516567542593,0.06557897751052999,0.059549858729567265,0.038627339171300436,0.04436467441011046,0.05361881421664272
2016-09-30,0.05606011242313758,0.07976183217743958,0.09265955327703486,0.05911530154199884,0.051577086847851214,0.05077837842198529,0.05589848307715987,0.00590245308006182,0.054333504009371224,0.01808190321399177,0.025075248008828974,0.0230567645257698,0.05224184451080544,0.053246048137852185,0.001723401576321102,0.06004095892792436,0.05954725738100115,0.05973573650929142,0.03924371266757701,0.04544466940507969,0.0564757502797917
2016-11-30,0.04534023752983062,0.0819076087515173,0.0937976033763313,0.07217519366226427,0.05908579540542909,0.0738688140049563,0.049802254395963426,0.011694890825314974,0.04799165152053117,0.02984130602184041,0.02820661480942187,0.017397145448174174,0.05154476901523482,0.03985616348429096,-0.005535491089614367,0.060456963277909795,0.07010139621530584,0.055113027612109594,0.038867622045390605,0.03951003396917779,0.038976399718526795
