,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.4039888948032244,0.007254092534093233,0.031629176143942506,0.7944852420230897,9.81301647819608,0.09501958770233997,0.034972865765717884,0.04605249270207766,0.1461757713390394,0.08371304273956978
