,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.169674506642476,0.007395931189064666,0.05536334980760118,0.4627656611552981,9.998616510259307,1.1266013478294261,0.3896916727593789,0.22851211207080807,1.277568712933416,0.47029491662550066
