,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,0.9489816137655689,0.005940975514567197,0.04387769401002539,0.4690342858675259,8.10834425857383,0.7591204459875008,0.289359991638891,0.18485571018375765,0.9691480228363196,0.36798695344864774
