,Total Cumulative Return (Total),Mean Monthly Return (Excess),"Volatility (Monthly Std, Excess)",Annualized Sharpe Ratio (Excess),Annualized Return % (Total),Average HHI,HHI Std Dev,Avg Rolling Weight Std Dev,Average Turnover,Turnover Std Dev
0,1.7967212549211555,0.008675696767198352,0.0361273280240064,0.8318770533964436,11.686276265837137,0.07484559791063836,0.015502357736482507,0.035504637941170654,0.13928688438337786,0.05416894739845977
